path,gt_label,clip_index
bowling/8pBjZcOc8MY_000096_000106.mp4,31,-1
braiding hair/-dLVSg5JvxY_000022_000032.mp4,32,-1
breading or breadcrumbing/-_3E3GBXAUc_000010_000020.mp4,33,-1
breakdancing/4T2F4PQ97GE_000008_000018.mp4,34,-1
brush painting/YHUeGa8Eu70_000225_000235.mp4,35,-1
brushing hair/9LnZrptwj6Q_000314_000324.mp4,36,-1
brushing teeth/8NStNQyjIXI_000054_000064.mp4,37,-1
building cabinet/CG9DKR4lPC0_001821_001831.mp4,38,-1
building shed/6q-XsQgZ8_w_000044_000054.mp4,39,-1
bungee jumping/7Goki93f5mo_000018_000028.mp4,40,-1
busking/CU6MFCvEct0_000016_000026.mp4,41,-1
canoeing or kayaking/cdDu63UKbu0_000164_000174.mp4,42,-1
capoeira/lm6ibanrGK8_000000_000010.mp4,43,-1
carrying baby/ztAfXKZ0ovM_000141_000151.mp4,44,-1
cartwheeling/EiZvgwrHCMk_000000_000010.mp4,45,-1
carving pumpkin/oPoLYdOTOt0_000000_000010.mp4,46,-1
catching fish/dpfJTo3nywA_000028_000038.mp4,47,-1
catching or throwing baseball/AsPjORZU-cU_000055_000065.mp4,48,-1
catching or throwing frisbee/RxgW7Hdn4YM_000006_000016.mp4,49,-1
catching or throwing softball/kU3qQGVRT-g_000011_000021.mp4,50,-1
celebrating/2lBUaUBD9JE_000018_000028.mp4,51,-1
changing oil/-aJHPlJTesM_000734_000744.mp4,52,-1
changing wheel/EQNTFw62uh8_000251_000261.mp4,53,-1
checking tires/wUQduZ3i-VM_000275_000285.mp4,54,-1
cheerleading/6LOV6-dkNZE_000251_000261.mp4,55,-1
chopping wood/nyFulYDEKFs_000017_000027.mp4,56,-1
clapping/M9NORCUCrtE_000003_000013.mp4,57,-1
clay pottery making/PP7MtP6BMkY_000193_000203.mp4,58,-1
clean and jerk/R6pk7NDa7Mw_000015_000025.mp4,59,-1
cleaning floor/vVlrGgL9dxk_000004_000014.mp4,60,-1
cleaning gutters/22xdXMMq6XE_000040_000050.mp4,61,-1
cleaning pool/AFvEYQkSmfk_000123_000133.mp4,62,-1
cleaning shoes/WJEGNo9YETM_000203_000213.mp4,63,-1
cleaning toilet/BjS2g1oZj_s_000065_000075.mp4,64,-1
cleaning windows/OiN3AgBVB80_000003_000013.mp4,65,-1
climbing a rope/NfH4FZhrtvE_000002_000012.mp4,66,-1
climbing ladder/70Er7J3srS0_000001_000011.mp4,67,-1
climbing tree/aM1AgHyvm4E_000017_000027.mp4,68,-1
contact juggling/yymr4YWVFe4_000046_000056.mp4,69,-1
cooking chicken/pj8TWS7KEeY_000024_000034.mp4,70,-1
cooking egg/Ao3M2TPI3sQ_000294_000304.mp4,71,-1
cooking on campfire/BQfDmW1Nodk_000002_000012.mp4,72,-1
cooking sausages/52AOa09jJWs_000195_000205.mp4,73,-1
counting money/kPCbWDyAcFE_000000_000010.mp4,74,-1
country line dancing/suHCOVoGPMU_000475_000485.mp4,75,-1
cracking neck/j_EiZph3YKE_000001_000011.mp4,76,-1
crawling baby/GpPvqvsqGy0_000006_000016.mp4,77,-1
crossing river/luTkBLIT6lU_000036_000046.mp4,78,-1
crying/zCEEKnSB_RU_000000_000010.mp4,79,-1
curling hair/gwNMVUlBUtY_000068_000078.mp4,80,-1
cutting nails/es35biYvLRA_000020_000030.mp4,81,-1
cutting pineapple/T5jQWQg2eNc_000000_000010.mp4,82,-1
cutting watermelon/LBgRTCVwyik_000042_000052.mp4,83,-1
dancing ballet/s_gGtYIrtsc_000118_000128.mp4,84,-1
dancing charleston/FQpLIyAfbqI_000023_000033.mp4,85,-1
dancing gangnam style/o_TIgx4gb_M_000023_000033.mp4,86,-1
dancing macarena/dXIyWMidYa0_000008_000018.mp4,87,-1
deadlifting/zvamd5T7yj8_000001_000011.mp4,88,-1
decorating the christmas tree/kQDSa-xhsLY_000035_000045.mp4,89,-1
digging/42Vx9FGzmkM_000075_000085.mp4,90,-1
dining/-vOrVT1CiPQ_000080_000090.mp4,91,-1
disc golfing/_owWHGvn_b0_000112_000122.mp4,92,-1
diving cliff/1MmjE51PeIE_000015_000025.mp4,93,-1
dodgeball/wFIuMu2w9pA_000010_000020.mp4,94,-1
doing aerobics/-53DvfE42gE_001767_001777.mp4,95,-1
doing laundry/qkd7laDeom0_000098_000108.mp4,96,-1
doing nails/UixL7lHSHR8_000040_000050.mp4,97,-1
drawing/IPmic5VRb7I_000066_000076.mp4,98,-1
dribbling basketball/qoODmONT1a0_000019_000029.mp4,99,-1
drinking/15FiZ48tTUU_000045_000055.mp4,100,-1
drinking beer/382B3Q3xttk_000000_000010.mp4,101,-1
drinking shots/o1hqepKau4A_000004_000014.mp4,102,-1
driving car/NUG7kwJ-614_000400_000410.mp4,103,-1
driving tractor/WtnQKvOuukE_000081_000091.mp4,104,-1
drop kicking/pvuiN-G8-yc_000000_000010.mp4,105,-1
drumming fingers/eap32WOJcAU_000108_000118.mp4,106,-1
dunking basketball/WC2FOUSNyvE_000006_000016.mp4,107,-1
dying hair/-7E9WiX7QfA_000053_000063.mp4,108,-1
eating burger/w9G7CpkBBM0_000000_000010.mp4,109,-1
eating cake/8QhblWHnNAY_000019_000029.mp4,110,-1
eating carrots/V4IaThkaK6Y_000025_000035.mp4,111,-1
eating chips/I5Y53-Q9KRo_000444_000454.mp4,112,-1
eating doughnuts/HyUF0Uo0f2A_000077_000087.mp4,113,-1
eating hotdog/FTOgHjhqlhU_000054_000064.mp4,114,-1
eating ice cream/0fCDlKYkRxc_000081_000091.mp4,115,-1
eating spaghetti/DiSP2oDGQ1Q_000014_000024.mp4,116,-1
eating watermelon/pLA62YSoEoM_000002_000012.mp4,117,-1
egg hunting/U9vSW3-zJ9s_000007_000017.mp4,118,-1
exercising arm/0wZpjStZtUY_000001_000011.mp4,119,-1
exercising with an exercise ball/oj7Qgyz5KK8_000143_000153.mp4,120,-1
extinguishing fire/BVXG_JOh9jQ_000002_000012.mp4,121,-1
faceplanting/petld-72OXM_000001_000011.mp4,122,-1
feeding birds/QJSwBNxKYqg_000120_000130.mp4,123,-1
feeding fish/ZtkTAHzih9Q_000084_000094.mp4,124,-1
feeding goats/v5Bl68y5ra0_000006_000016.mp4,125,-1
filling eyebrows/XycmcISYPA8_000045_000055.mp4,126,-1
finger snapping/j6qYhS2W1fM_000001_000011.mp4,127,-1
fixing hair/-65aI53dvdE_000022_000032.mp4,128,-1
flipping pancake/HIBxq2P0BL0_000004_000014.mp4,129,-1
flying kite/hAQJ9GHklS4_000004_000014.mp4,130,-1
folding clothes/HvbmGxDuNxs_000035_000045.mp4,131,-1
folding napkins/iCtT6ZadoOM_000052_000062.mp4,132,-1
folding paper/soHl6SrXlEI_000105_000115.mp4,133,-1
front raises/ObO_Gnw1nOQ_000005_000015.mp4,134,-1
frying vegetables/1IDdvXnTI60_000123_000133.mp4,135,-1
garbage collecting/KxTIEKllIzg_000114_000124.mp4,136,-1
gargling/HAPBKE3Qo5A_000217_000227.mp4,137,-1
getting a haircut/lVwFn9m8Q_Q_000053_000063.mp4,138,-1
getting a tattoo/g8dOsqPBe7A_000657_000667.mp4,139,-1
giving or receiving award/LmuS2GreXkc_000033_000043.mp4,140,-1
golf chipping/NIf0bxodA9E_000120_000130.mp4,141,-1
golf driving/1Q-E6UW1XE8_000011_000021.mp4,142,-1
golf putting/VS9uEOvJhzg_000000_000010.mp4,143,-1
grinding meat/SErnxQf4ONQ_000230_000240.mp4,144,-1
grooming dog/Q9mt0lJjQUA_000105_000115.mp4,145,-1
grooming horse/kaVWY-GyXcs_000063_000073.mp4,146,-1
gymnastics tumbling/mlzx2bi9nwQ_000059_000069.mp4,147,-1
hammer throw/WUrwglFhY64_000002_000012.mp4,148,-1
headbanging/ZhDdQmHIM78_000044_000054.mp4,149,-1
high jump/M2j1BTibIzs_000000_000010.mp4,151,-1
high kick/NdjLKFhn9j0_000004_000014.mp4,152,-1
hitting baseball/e8uB0GZsVOQ_000034_000044.mp4,153,-1
hockey stop/Nrscg8fLYqY_000049_000059.mp4,154,-1
holding snake/6cbXqLP0FHE_000002_000012.mp4,155,-1
hopscotch/vxp0SOd2W1E_000002_000012.mp4,156,-1
hoverboarding/E1Smsuf6cpE_000147_000157.mp4,157,-1
hugging/xWyOTDxm9yQ_000009_000019.mp4,158,-1
hula hooping/UjfYNVaZ39Y_000087_000097.mp4,159,-1
hurdling/Xa6gI4yGLQo_000000_000010.mp4,160,-1
hurling (sport)/ml2eBC_nXrw_000055_000065.mp4,161,-1
ice climbing/UM1fUqvFnME_000048_000058.mp4,162,-1
ice fishing/GO6YI36E_Do_000140_000150.mp4,163,-1
ice skating/vMZLTP9MfZ4_000008_000018.mp4,164,-1
ironing/ZgHZ0KgFOSc_000215_000225.mp4,165,-1
javelin throw/E5xdkQvnhkc_000002_000012.mp4,166,-1
jetskiing/Be59Cot2yGI_000233_000243.mp4,167,-1
jogging/kBUt5duOHFU_000005_000015.mp4,168,-1
juggling balls/YH801xSLkZM_000000_000010.mp4,169,-1
juggling fire/TA2mmXre8HQ_000000_000010.mp4,170,-1
juggling soccer ball/WAPctsQ-SwM_000000_000010.mp4,171,-1
jumping into pool/kjzgLLaYO8w_000010_000020.mp4,172,-1
jumpstyle dancing/QeG2HREr6m0_000003_000013.mp4,173,-1
kicking field goal/sR0oOq-qOqs_000015_000025.mp4,174,-1
kicking soccer ball/5PML0iLnBD8_000003_000013.mp4,175,-1
kissing/LmPjkroyPcY_000739_000749.mp4,176,-1
kitesurfing/KOOfe61BIyE_000023_000033.mp4,177,-1
knitting/bCa_5xZa4Ug_002346_002356.mp4,178,-1
krumping/3JxrK2Jt52Y_000754_000764.mp4,179,-1
laughing/UpVXo5Q9JKk_000079_000089.mp4,180,-1
laying bricks/N4HdEYIci0I_000037_000047.mp4,181,-1
long jump/MrlWkj87rfU_000002_000012.mp4,182,-1
lunge/g-XXUD65DyI_000003_000013.mp4,183,-1
making a cake/bX6I6jVAQMI_000028_000038.mp4,184,-1
making a sandwich/jofgWiVBwqo_000086_000096.mp4,185,-1
making bed/yD42KW6cm-A_000820_000830.mp4,186,-1
making jewelry/wMWkwQ7HXik_000616_000626.mp4,187,-1
making pizza/wxgqu30nSLE_000000_000010.mp4,188,-1
making snowman/8kN7EyPBmrI_000082_000092.mp4,189,-1
making sushi/Ah2YqA7bmHY_000055_000065.mp4,190,-1
making tea/hs2MVCM2LdY_000043_000053.mp4,191,-1
marching/_h60EbUbh3I_000026_000036.mp4,192,-1
massaging back/zsJ2PmhGM98_000215_000225.mp4,193,-1
massaging feet/BwMKdpNAmy4_000090_000100.mp4,194,-1
massaging legs/0EJXIQ1ltjo_000013_000023.mp4,195,-1
massaging person's head/z-6l_dkR3vE_000299_000309.mp4,196,-1
milking cow/DdUTLqyZ5b8_000044_000054.mp4,197,-1
mopping floor/-F-aEPmjERo_000043_000053.mp4,198,-1
motorcycling/kthzjAS1XS8_000009_000019.mp4,199,-1
moving furniture/b9vF-F1LC5g_000003_000013.mp4,200,-1
mowing lawn/t5SHfHDj0uw_000006_000016.mp4,201,-1
news anchoring/xJMgxnXI0GY_000000_000010.mp4,202,-1
opening bottle/gWd5AU5wP0k_000041_000051.mp4,203,-1
opening present/vd4uGb1162o_000002_000012.mp4,204,-1
paragliding/GF4WEdN_H0s_000191_000201.mp4,205,-1
parasailing/GuClMEvE3gM_000055_000065.mp4,206,-1
parkour/ptgKO940ISM_000042_000052.mp4,207,-1
passing American football (in game)/ixMPVi3Zr9s_000001_000011.mp4,208,-1
passing American football (not in game)/RxO7IEU7_I8_000391_000401.mp4,209,-1
peeling apples/8qEAQXckcVw_000003_000013.mp4,210,-1
peeling potatoes/_3CsQJ6XpHo_000015_000025.mp4,211,-1
petting animal (not cat)/tlWjTLpoWLw_000000_000010.mp4,212,-1
petting cat/q1GijBRBqjE_000203_000213.mp4,213,-1
picking fruit/NTfCraM0XyM_000257_000267.mp4,214,-1
planting trees/_WzkPBxP-5g_000096_000106.mp4,215,-1
plastering/mdN9BDP0cVY_000032_000042.mp4,216,-1
playing accordion/syp1O0cjens_000038_000048.mp4,217,-1
playing badminton/tJz980bJ3UI_000065_000075.mp4,218,-1
playing bagpipes/fMeaggq0_rA_000032_000042.mp4,219,-1
playing basketball/3mIvIgAlniY_000001_000011.mp4,220,-1
playing bass guitar/HqsAvuo5XhA_000059_000069.mp4,221,-1
playing cards/IVP8pO4Q8Hs_000084_000094.mp4,222,-1
playing cello/rsN982-8cvg_000042_000052.mp4,223,-1
playing chess/xFq-OJ8HDJs_000185_000195.mp4,224,-1
playing clarinet/7g4aL1EX8EI_001210_001220.mp4,225,-1
playing controller/gxbUZcsy4EA_000097_000107.mp4,226,-1
playing cricket/lgPslaxBQt0_000000_000010.mp4,227,-1
playing cymbals/--Y25nDn2Wk_000060_000070.mp4,228,-1
playing didgeridoo/2ezT7E6g8Ew_000044_000054.mp4,229,-1
playing drums/kXhnTK9TVsU_000076_000086.mp4,230,-1
playing flute/wqYzrDwV_o4_000047_000057.mp4,231,-1
playing guitar/ysjCIR7SkJU_000141_000151.mp4,232,-1
playing harmonica/DpJQShJs2kI_000036_000046.mp4,233,-1
playing harp/Ud-INZAw5Ik_000163_000173.mp4,234,-1
playing ice hockey/kRWk_-5d5bs_000010_000020.mp4,235,-1
playing keyboard/vxVoptVwZp4_000027_000037.mp4,236,-1
playing kickball/d5TMlt6P-ug_000317_000327.mp4,237,-1
playing monopoly/SsAtR4oD7WY_000000_000010.mp4,238,-1
playing organ/b9TfeDnfemw_000047_000057.mp4,239,-1
playing paintball/DOL1_JLWeoo_000321_000331.mp4,240,-1
playing piano/l4zZtMgNPvU_000009_000019.mp4,241,-1
playing poker/-0NQHRndkPI_000004_000014.mp4,242,-1
playing recorder/Zl_ey-UqwpY_000001_000011.mp4,243,-1
playing saxophone/K06EmNd6t_I_000006_000016.mp4,244,-1
playing squash or racquetball/-yUM3WwKQHM_000032_000042.mp4,245,-1
playing tennis/VoAJFfutNlg_000060_000070.mp4,246,-1
playing trombone/vqNbapex1kU_000015_000025.mp4,247,-1
playing trumpet/-BtzVCzSnLk_000073_000083.mp4,248,-1
playing ukulele/vE6Cnt7XJrg_000026_000036.mp4,249,-1
playing violin/t2XntpSO4Yo_000105_000115.mp4,250,-1
playing volleyball/5Wle9ClW4q0_000170_000180.mp4,251,-1
playing xylophone/N586DnjSCxo_000000_000010.mp4,252,-1
pole vault/9g4Sf8aWIx8_000003_000013.mp4,253,-1
presenting weather forecast/lVSiCfeBP8I_000152_000162.mp4,254,-1
pull ups/yLVMDD7b0xM_000020_000030.mp4,255,-1
pumping fist/V-IqR1THKr4_000015_000025.mp4,256,-1
pumping gas/eanhmmKIolc_000044_000054.mp4,257,-1
punching bag/3baFNAxC2YI_000012_000022.mp4,258,-1
punching person (boxing)/D5iLGttoHr4_000022_000032.mp4,259,-1
push up/-B2oGkg1qSI_000012_000022.mp4,260,-1
pushing car/-46DNkpyApI_000045_000055.mp4,261,-1
pushing cart/p9CIcEEaSEk_000001_000011.mp4,262,-1
pushing wheelchair/5gQlgNS5qfY_000023_000033.mp4,263,-1
reading book/XoO1uEVNgjM_000058_000068.mp4,264,-1
reading newspaper/gKqKWn6Nl0A_000035_000045.mp4,265,-1
recording music/864rV9vdAK4_000577_000587.mp4,266,-1
riding a bike/Ig-eRsgi6CU_000339_000349.mp4,267,-1
riding camel/bGzjObGU_qM_000014_000024.mp4,268,-1
riding elephant/j06vowPye30_000009_000019.mp4,269,-1
riding mechanical bull/eJpkgBaykQ8_000029_000039.mp4,270,-1
riding mountain bike/O95dOpT9T-c_000039_000049.mp4,271,-1
riding mule/azD58bwAe7E_000003_000013.mp4,272,-1
riding or walking with horse/C9pFs8sDARw_000218_000228.mp4,273,-1
riding scooter/FGCNMNjanO4_000013_000023.mp4,274,-1
riding unicycle/9RN16I79P9U_000000_000010.mp4,275,-1
ripping paper/-Ovwq0kVUx4_000002_000012.mp4,276,-1
robot dancing/5hQW4BHjWvM_000061_000071.mp4,277,-1
rock climbing/2jXlO2nzHGE_000026_000036.mp4,278,-1
rock scissors paper/Kxbdg32t6bU_000001_000011.mp4,279,-1
roller skating/_vjX5nPwTBs_000072_000082.mp4,280,-1
running on treadmill/BrKuhHIHccg_000049_000059.mp4,281,-1
sailing/h1SM1ArgB0E_000034_000044.mp4,282,-1
salsa dancing/WW4N7GToB5I_000313_000323.mp4,283,-1
sanding floor/EbXC4bGpZ4M_000034_000044.mp4,284,-1
scrambling eggs/ojJpJZpACdE_000245_000255.mp4,285,-1
scuba diving/64BhyrIZkz0_000002_000012.mp4,286,-1
setting table/tSQqcJqGplA_000011_000021.mp4,287,-1
shaking hands/lCQ17mGZeVE_000029_000039.mp4,288,-1
shaking head/WUOxNQKdRMM_000065_000075.mp4,289,-1
sharpening knives/iaQPoVg8Xtw_000468_000478.mp4,290,-1
sharpening pencil/ZMMCn1JE0Vc_000001_000011.mp4,291,-1
shaving head/K1C_jI8z1F8_000261_000271.mp4,292,-1
shaving legs/zvjNnDhUTxE_000034_000044.mp4,293,-1
shearing sheep/Vaff3l43A40_000018_000028.mp4,294,-1
shining shoes/HhW13wPky1U_000556_000566.mp4,295,-1
shooting basketball/Y3oHAIylSrg_000031_000041.mp4,296,-1
shooting goal (soccer)/ezJdtQzJ7qI_000021_000031.mp4,297,-1
shot put/SQddPtgoQGE_000007_000017.mp4,298,-1
shoveling snow/SZRDWgGOpXY_000062_000072.mp4,299,-1
shredding paper/KXyOXrWiJGY_000022_000032.mp4,300,-1
shuffling cards/_k0w_3JFfmE_000026_000036.mp4,301,-1
side kick/sZ8JiPfAoWc_000005_000015.mp4,302,-1
sign language interpreting/fKvqQEGGf6E_000031_000041.mp4,303,-1
singing/FZrg29zsAe8_000023_000033.mp4,304,-1
situp/jTMZX30XTXA_000072_000082.mp4,305,-1
skateboarding/kIzdzzMLCJI_000199_000209.mp4,306,-1
ski jumping/XQUsRpJ1A_Y_000001_000011.mp4,307,-1
skiing (not slalom or crosscountry)/fRiYQEVMcEc_000000_000010.mp4,308,-1
skiing crosscountry/pfvt6iYSXXw_000764_000774.mp4,309,-1
skiing slalom/Ch_wt_nV2k4_000702_000712.mp4,310,-1
skipping rope/xzXJJIni2hQ_000238_000248.mp4,311,-1
skydiving/5uw3m1tIvJ0_000057_000067.mp4,312,-1
slacklining/iLj4i4fTzn0_000038_000048.mp4,313,-1
sled dog racing/yMQMfdV-Fzs_000025_000035.mp4,315,-1
smoking/xo_9xPRu7_4_000114_000124.mp4,316,-1
smoking hookah/C_QP4vOVTrE_000164_000174.mp4,317,-1
snatch weight lifting/827ciUyYK5k_000000_000010.mp4,318,-1
sneezing/ce6aUvCKpbU_000000_000010.mp4,319,-1
sniffing/u2s0kiGG7AU_000011_000021.mp4,320,-1
snorkeling/rsDfe_ikY1I_000010_000020.mp4,321,-1
snowboarding/4cjhTsZjNP8_000202_000212.mp4,322,-1
snowkiting/ToDS3RIVybY_000025_000035.mp4,323,-1
snowmobiling/EgkRnTkj8gc_000003_000013.mp4,324,-1
somersaulting/hFYg1xqG5yk_000154_000164.mp4,325,-1
spinning poi/by9gw0ipuUg_000002_000012.mp4,326,-1
spray painting/zyR32Dm9yek_000019_000029.mp4,327,-1
spraying/LJQX3Atdn4k_000043_000053.mp4,328,-1
springboard diving/T3b1nxhG9Lo_000026_000036.mp4,329,-1
squat/ENkU87uTdfU_000025_000035.mp4,330,-1
sticking tongue out/E6ZgFC1L178_000041_000051.mp4,331,-1
stomping grapes/gzAmaRypLyI_000062_000072.mp4,332,-1
stretching arm/qKiTc6GGT4c_000036_000046.mp4,333,-1
stretching leg/-hkrPB2YU50_000612_000622.mp4,334,-1
strumming guitar/-2GJPqAglxU_000862_000872.mp4,335,-1
surfing crowd/tpruGil1UCs_000038_000048.mp4,336,-1
surfing water/-G_tgkmqChg_000072_000082.mp4,337,-1
sweeping floor/bHy05OAiL1g_000027_000037.mp4,338,-1
swimming backstroke/7aGVsi5ZgMI_000023_000033.mp4,339,-1
swimming breast stroke/BX-dyfoGFsE_000168_000178.mp4,340,-1
swimming butterfly stroke/aAYaI35qR5Q_000005_000015.mp4,341,-1
swing dancing/LVyo14Q5PmY_000006_000016.mp4,342,-1
swinging legs/W52Cl1ed1LU_000000_000010.mp4,343,-1
swinging on something/ibRyH1Q1bbo_000066_000076.mp4,344,-1
sword fighting/_kcVbo4E2JQ_000101_000111.mp4,345,-1
tai chi/BbFbo987QEo_000057_000067.mp4,346,-1
taking a shower/zW5Gt8bfZbc_000011_000021.mp4,347,-1
tango dancing/dFDdr9zxfzc_000101_000111.mp4,348,-1
tap dancing/dZ1EkA3BuQ4_000000_000010.mp4,349,-1
tapping guitar/7Nqupt1WIn4_000031_000041.mp4,350,-1
tapping pen/xcsH3jFtdSg_000026_000036.mp4,351,-1
tasting beer/UcAAItCUJrk_000518_000528.mp4,352,-1
tasting food/SQCsXDtiARU_000332_000342.mp4,353,-1
testifying/O4ystlpCCxM_000010_000020.mp4,354,-1
texting/V_LQXRQVrok_000116_000126.mp4,355,-1
throwing axe/1YmkhTmmyRc_000002_000012.mp4,356,-1
throwing ball/A6JeTfQqm0I_000000_000010.mp4,357,-1
throwing discus/gjNdAGf_16Y_000084_000094.mp4,358,-1
tickling/W9Ydqjoda9c_000000_000010.mp4,359,-1
tobogganing/SWmBChx-7fI_000003_000013.mp4,360,-1
tossing coin/Iwg-Had3-wE_000002_000012.mp4,361,-1
tossing salad/PcbZKLvO6gc_000181_000191.mp4,362,-1
training dog/am3gcomIUa4_000048_000058.mp4,363,-1
trapezing/p-E3XWgf3Wk_000012_000022.mp4,364,-1
trimming or shaving beard/X9mmMztC1Vo_000366_000376.mp4,365,-1
trimming trees/Q_F85_VgKwM_000045_000055.mp4,366,-1
triple jump/UergZFP-AdM_000002_000012.mp4,367,-1
tying bow tie/c-t7EA00jj8_000016_000026.mp4,368,-1
tying knot (not on a tie)/Vdx6g26ZOE0_000002_000012.mp4,369,-1
tying tie/DIrYfnfogiA_000148_000158.mp4,370,-1
unboxing/5lmmjOhih3U_000046_000056.mp4,371,-1
unloading truck/-aKzhHxNXDo_000066_000076.mp4,372,-1
using computer/5R1KJn3Pqa8_000066_000076.mp4,373,-1
using remote controller (not gaming)/Bj7_KWKEXp8_000046_000056.mp4,374,-1
using segway/QQTUQu4emh8_000145_000155.mp4,375,-1
vault/A4U2LxAwIm4_000031_000041.mp4,376,-1
waiting in line/5V_Ed93k2bI_000059_000069.mp4,377,-1
walking the dog/3NlgmP6MDmY_000021_000031.mp4,378,-1
washing dishes/oEkXkrSbFU8_000052_000062.mp4,379,-1
washing feet/n3vpap_pQ-U_000076_000086.mp4,380,-1
washing hair/BhU4HGJ2q4s_000004_000014.mp4,381,-1
washing hands/-jtKtX9gGdY_000005_000015.mp4,382,-1
water skiing/F1KYDfTyuEI_000040_000050.mp4,383,-1
water sliding/N6lBqLeKs8I_000001_000011.mp4,384,-1
watering plants/jZfXAIU4rZ4_000073_000083.mp4,385,-1
waxing back/P5qR6CoGbk8_000035_000045.mp4,386,-1
waxing chest/oRKbez1LpWU_000080_000090.mp4,387,-1
waxing eyebrows/hjzI8c63hVo_000011_000021.mp4,388,-1
waxing legs/dzeivZlP6tU_000024_000034.mp4,389,-1
weaving basket/oD0wHopSNLU_000000_000010.mp4,390,-1
welding/5hSYP2XxBGY_000204_000214.mp4,391,-1
whistling/KFOWZBfLHrA_000084_000094.mp4,392,-1
windsurfing/nDlR90yHqPY_000112_000122.mp4,393,-1
wrapping present/zYjHJNadEj4_000246_000256.mp4,394,-1
wrestling/UP_iRJv5mPU_000150_000160.mp4,395,-1
writing/OrWjyz2bFJQ_000064_000074.mp4,396,-1
yawning/SaJWnqViSLo_000023_000033.mp4,397,-1
yoga/5NysTi21_D0_000003_000013.mp4,398,-1
zumba/BvO4NNTw7Ks_000094_000104.mp4,399,-1
headbutting/PzD2BkZye2U_000013_000023.mp4,150,6
slapping/WGxSNBg_tl0_000075_000085.mp4,314,9
